CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
766431,12000097779,201297779,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",03/31/2012 10:54:00 PM,59XX BLOCK OF PHINNEY AVE N,B,B3,3500.4011,-122.354383107,47.672140307,"(47.672140307, -122.354383107)",,,,
2033926,14000174363,2014174363,371,PROPERTY - MISSING,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",06/02/2014 11:32:00 PM,55XX BLOCK OF RENTON AV S,R,R3,10300.3002,-122.285465701,47.552336469,"(47.552336469, -122.285465701)","SECONDARY - PROPERTY, LOST OR MISSING","PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",
928191,12000348427,2012348427,186,"NARCOTICS, DRUG TRAFFIC LOITERING",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,10/11/2012 02:35:00 PM,10XX BLOCK OF VALLEY ST,D,D2,6600.2016,-122.336661559,47.62578783,"(47.62578783, -122.336661559)",,,,
1241529,12000445659,2012445659,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,12/31/2012 07:15:00 PM,3XX BLOCK OF NE NORTHGATE WAY,N,N3,1200.4000,-122.324615153,47.708602801,"(47.708602801, -122.324615153)",TRU - THEFT,OTHER PROPERTY,THEFT,12/31/2012 06:51:00 PM
2166652,14000328962,2014328962,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/01/2014 10:54:00 PM,27XX BLOCK OF BEACON AV S,O,O1,10000.4000,-122.312211152,47.579290884,"(47.579290884, -122.312211152)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1030984,15000071509,201571509,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,03/04/2015 02:10:00 AM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.330807499,47.600464242,"(47.600464242, -122.330807499)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
727804,12000038838,201238838,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,02/08/2012 01:13:00 PM,114XX BLOCK OF CORNELL AVE S,S,S3,11900.2024,-122.241414168,47.500559917,"(47.500559917, -122.241414168)",,,,
1247664,11000042744,201142744,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/05/2011 04:52:00 AM,XX BLOCK OF E ROANOKE ST,C,C1,6100.4005,-122.328181803,47.643192239,"(47.643192239, -122.328181803)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/05/2011 04:39:00 AM
2034484,14000169202,2014169202,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/29/2014 09:32:00 PM,17XX BLOCK OF 39 AV E,C,C3,6300.6011,-122.282666954,47.63398029,"(47.63398029, -122.282666954)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/29/2014 09:26:00 PM
1044220,15000090770,201590770,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/20/2015 12:25:00 AM,15XX BLOCK OF BROADWAY,E,E2,7500.4015,-122.320789515,47.614655488,"(47.614655488, -122.320789515)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,03/20/2015 12:16:00 AM
2093087,14000202877,2014202877,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,06/25/2014 12:17:00 AM,140XX BLOCK OF 15 AV NE,L,L1,200.3001,-122.312711866,47.731212883,"(47.731212883, -122.312711866)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,06/24/2014 11:30:00 PM
857410,12000237241,2012237241,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/22/2012 03:04:00 PM,15 AV E / E THOMAS ST,C,C2,7500.1010,-122.312715888,47.620502331,"(47.620502331, -122.312715888)",,,,
842810,12000218618,2012218618,073,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,07/09/2012 09:05:00 AM,3XX BLOCK OF NE NORTHGATE WAY,N,N3,1200.4000,-122.324615153,47.708602801,"(47.708602801, -122.324615153)",,,,
1854909,16000371840,2016371840,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/14/2016 01:30:07 AM,12 AV / E PINE ST,E,E2,7500.4006,-122.31686,47.615265,"(47.615265, -122.31686)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,10/13/2016 08:28:32 PM
102248,10000372750,2010372750,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/25/2010 11:20:00 AM,4XX BLOCK OF 5TH AVE N,D,D1,7100.2001,-122.347587207,47.622658835,"(47.622658835, -122.347587207)",,,,
430492,11000285841,2011285841,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/30/2011 04:34:00 PM,11XX BLOCK OF E PINE ST,C,C2,7500.4005,-122.317506802,47.615259164,"(47.615259164, -122.317506802)",,,,
108336,10000381792,2010381792,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/01/2010 05:02:00 PM,1XX BLOCK OF PIKE ST,K,K1,8100.2010,-122.339458563,47.609053053,"(47.609053053, -122.339458563)",,,,
1944138,17000068775,201768775,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,02/25/2017 02:18:35 AM,RAINIER AV S / 23 AV S,R,R2,9500.2065,-122.30291,47.584538,"(47.584538, -122.30291)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,02/25/2017 01:48:39 AM
2088057,14000201008,2014201008,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,06/23/2014 02:03:00 PM,3 AV / PINE ST,M,M2,8100.2004,-122.338701659,47.610742765,"(47.610742765, -122.338701659)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,06/23/2014 01:38:00 PM
1534240,15000302575,2015302575,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/29/2015 08:24:00 PM,24 AV / E CHERRY ST,G,G2,8800.2006,-122.301477992,47.608004546,"(47.608004546, -122.301477992)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,08/29/2015 03:49:00 PM
1609098,15000396135,2015396135,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,11/12/2015 09:49:49 PM,VIRGINIA ST / 2 AV,M,M1,8002.1004,-122.34176,47.611732,"(47.611732, -122.34176)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
996140,12000428740,2012428740,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/16/2012 09:07:00 AM,7XX BLOCK OF BELMONT PL E,C,C1,6500.4007,-122.324266332,47.626533244,"(47.626533244, -122.324266332)",,,,
650790,15000050602,201550602,350,HAZARDS,HAZARDS,HAZARDS,02/14/2015 12:08:00 AM,23 AV E / E ALOHA ST,C,C2,6400.1019,-122.30238453,47.626759017,"(47.626759017, -122.30238453)",TRAFFIC - BO SIGNALS AND DOWN SIGNS,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1497219,15000257514,2015257514,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,07/27/2015 09:38:00 AM,95XX BLOCK OF AURORA AV N,N,N3,1300.3019,-122.34461233,47.698170964,"(47.698170964, -122.34461233)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,07/27/2015 06:42:00 AM
1620091,15000415086,2015415086,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,11/29/2015 01:16:48 PM,51XX BLOCK OF 27 AV NE,U,U3,4301.1008,-122.2985,47.666744,"(47.666744, -122.2985)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
443625,11000305091,2011305091,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,09/15/2011 01:58:00 PM,2 AV / VIRGINIA ST,M,M2,8002.1001,-122.341755222,47.611730581,"(47.611730581, -122.341755222)",,,,
572425,11000157446,2011157446,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/17/2011 10:23:00 PM,BELLEVUE AV / E OLIVE WY,E,E2,7400.5008,-122.326820196,47.617074327,"(47.617074327, -122.326820196)",,,,
700645,11000415750,2011415750,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",12/30/2011 05:19:00 PM,12 AV S / S JACKSON ST,E,E3,9100.1002,-122.317226088,47.599187636,"(47.599187636, -122.317226088)",,,,
1107658,15000180725,2015180725,064,SHOPLIFT,THEFT,SHOPLIFTING,06/01/2015 01:21:00 AM,83XX BLOCK OF 15 AV NW,J,J2,3000.2004,-122.376802779,47.689666737,"(47.689666737, -122.376802779)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,05/31/2015 07:40:00 PM
1000243,12000433007,2012433007,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/19/2012 10:37:00 PM,BOYLSTON AV / E OLIVE ST,E,E1,7400.4004,-122.323437914,47.616361871,"(47.616361871, -122.323437914)",,,,
24802,10000259992,2010259992,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,07/28/2010 02:16:00 AM,50XX BLOCK OF ROOSEVELT WAY NE,U,U3,4400.4005,-122.317395589,47.665686888,"(47.665686888, -122.317395589)",,,,
85498,10000347713,2010347713,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/05/2010 02:06:00 AM,14XX BLOCK OF BOREN AVE,D,D3,8300.2006,-122.328459045,47.612969068,"(47.612969068, -122.328459045)",,,,
1888126,16000431427,2016431427,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,11/30/2016 07:26:31 PM,N 73 ST / LINDEN AV N,J,J3,2800.2010,-122.34639,47.6818,"(47.6818, -122.34639)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,11/30/2016 05:45:33 PM
1989399,17000153713,2017153713,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/03/2017 04:23:12 AM,M L KING JR WY S / MERTON WY S,S,S1,11700.2013,-122.27942,47.517067,"(47.517067, -122.27942)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
769586,12000103569,2012103569,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/05/2012 11:15:00 PM,9XX BLOCK OF 14TH AVE,E,E2,8600.1005,-122.314131594,47.610968373,"(47.610968373, -122.314131594)",,,,
592326,11000163158,2011163158,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,05/22/2011 07:14:00 PM,67XX BLOCK OF E GREEN LAKE WAY N,J,J1,3600.4007,-122.328833849,47.678334847,"(47.678334847, -122.328833849)",,,,
1196837,11000059191,201159191,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,02/19/2011 02:26:00 PM,5XX BLOCK OF 25TH AVE S,G,G2,8900.5008,-122.299937643,47.597431966,"(47.597431966, -122.299937643)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",02/19/2011 12:36:00 PM
110623,10000384897,2010384897,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/03/2010 10:04:00 PM,8XX BLOCK OF E PINE ST,E,E1,8400.1,-122.32080217,47.615233744,"(47.615233744, -122.32080217)",,,,
919661,12000337050,2012337050,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,10/03/2012 12:54:00 AM,M L KING JR WY S / S OTHELLO ST,S,S2,11101.4012,-122.281104148,47.537050995,"(47.537050995, -122.281104148)",,,,
1774498,16000233458,2016233458,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,07/01/2016 01:07:51 AM,1XX BLOCK OF 1 AV S,K,K2,9200.2006,-122.33418,47.601303,"(47.601303, -122.33418)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,06/30/2016 09:42:33 PM
1896657,16000447386,2016447386,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,12/13/2016 03:24:51 PM,5XX BLOCK OF PINE ST,M,M2,8200.1003,-122.33593,47.611904,"(47.611904, -122.33593)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
388147,11000223697,2011223697,350,HAZARDS,HAZARDS,HAZARDS,07/10/2011 09:16:00 PM,ALASKAN WY VI SB / S ROYAL BROUGHAM WY,K,K3,9300.2010,-122.335966009,47.592396468,"(47.592396468, -122.335966009)",,,,
859647,12000241021,2012241021,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,07/25/2012 12:14:00 PM,44XX BLOCK OF 4TH AVE S,O,O2,9300.3073,-122.329368517,47.563804288,"(47.563804288, -122.329368517)",,,,
1769358,16000224882,2016224882,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,06/24/2016 04:09:36 PM,79XX BLOCK OF 7 AV S,F,F3,11200.2030,-122.3255,47.531616,"(47.531616, -122.3255)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,
1070316,15000127793,2015127793,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,04/19/2015 12:30:00 PM,5XX BLOCK OF PIKE ST,M,M3,8200.1004,-122.335017875,47.610909017,"(47.610909017, -122.335017875)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1671984,16000052259,201652259,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,02/12/2016 07:45:01 PM,4XX BLOCK OF 2 AV S,K,K3,9200.2002,-122.33139,47.601074,"(47.601074, -122.33139)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/12/2016 06:34:45 PM
2093373,14000207618,2014207618,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,06/28/2014 06:58:00 AM,2 AV / SENECA ST,K,K1,8100.1021,-122.33643655,47.606585654,"(47.606585654, -122.33643655)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
597907,11000163504,2011163504,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,05/23/2011 01:45:00 AM,2XX BLOCK OF 4TH AVE S,K,K2,9200.1003,-122.328963823,47.600455729,"(47.600455729, -122.328963823)",,,,
1030270,15000070404,201570404,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/03/2015 07:32:00 AM,90XX BLOCK OF SEWARD PARK AV S,S,S3,11800.6018,-122.2644964,47.522408656,"(47.522408656, -122.2644964)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,
1554142,15000326665,2015326665,031,STRONG ARM ROBBERY,ROBBERY,ROBBERY,09/17/2015 06:59:00 PM,90XX BLOCK OF RAINIER AV S,S,S3,11800.6016,-122.269987879,47.522815646,"(47.522815646, -122.269987879)",PURSE SNATCH - ROBBERY,ROBBERY,ROBBERY,09/17/2015 05:40:00 PM
1787315,16000254694,2016254694,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",07/16/2016 09:02:23 AM,36XX BLOCK OF S CLOVERDALE ST,S,S1,11700.3015,-122.28654,47.52612,"(47.52612, -122.28654)","MISSING - (ALZHEIMER, ENDANGERED, ELDERLY)","PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",07/16/2016 07:31:31 AM
1913520,17000010332,201710332,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/09/2017 10:49:17 AM,9XX BLOCK OF REPUBLICAN ST,D,D2,7200.1003,-122.339096,47.62321,"(47.62321, -122.339096)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,01/09/2017 10:09:52 AM
896270,12000303201,2012303201,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/08/2012 09:00:00 PM,N 90 ST / FREMONT AV N,N,N2,1700.2006,-122.349957584,47.694200186,"(47.694200186, -122.349957584)",,,,
2243546,15000009380,20159380,064,SHOPLIFT,THEFT,SHOPLIFTING,01/09/2015 03:41:00 PM,38XX BLOCK OF RAINIER AV S,R,R1,10100.5006,-122.28992196,47.568881157,"(47.568881157, -122.28992196)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
715342,12000020509,201220509,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,01/22/2012 03:28:00 PM,2 AV / YESLER WY,K,K2,8100.2035,-122.331986367,47.601716965,"(47.601716965, -122.331986367)",,,,
2168938,14000331991,2014331991,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,10/04/2014 12:46:00 PM,36XX BLOCK OF NE 85 ST,L,L3,2400.1006,-122.288678282,47.690196138,"(47.690196138, -122.288678282)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,10/04/2014 11:51:00 AM
972955,12000405381,2012405381,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/27/2012 12:59:00 PM,15XX BLOCK OF 3RD AVE,K,K1,8100.2005,-122.338247307,47.610246301,"(47.610246301, -122.338247307)",,,,
1301983,13000035631,201335631,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,01/31/2013 08:31:00 PM,AURORA AV N / N 77 ST,J,J1,2700.5009,-122.344492715,47.684766224,"(47.684766224, -122.344492715)",,,,
1641762,16000000119,2016119,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,01/01/2016 04:42:39 AM,M L KING JR WY S / S CLOVERDALE ST,S,S2,11700.1004,-122.279015,47.526115,"(47.526115, -122.279015)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,01/01/2016 01:33:24 AM
741588,12000043989,201243989,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,02/13/2012 10:05:00 AM,4 AV / WALL ST,M,M1,7200.2021,-122.346173321,47.616689823,"(47.616689823, -122.346173321)",,,,
142224,10000436211,2010436211,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/19/2010 05:09:00 PM,24XX BLOCK OF UTAH AVE S,K,K3,9300.205,-122.335124818,47.580853389,"(47.580853389, -122.335124818)",,,,
65464,10000318554,2010318554,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/11/2010 12:12:00 PM,11XX BLOCK OF MADISON ST,D,D3,8300.1005,-122.324583879,47.609570173,"(47.609570173, -122.324583879)",,,,
975406,12000408232,2012408232,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,11/29/2012 07:47:00 PM,12XX BLOCK OF E FIR ST,E,E3,8600.3003,-122.315852413,47.602684296,"(47.602684296, -122.315852413)",,,,
1098885,15000167753,2015167753,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,05/22/2015 01:02:00 AM,85XX BLOCK OF GREENWOOD AV N,J,J1,1701.1004,-122.355311395,47.691506782,"(47.691506782, -122.355311395)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,05/21/2015 11:54:00 PM
1688897,16000081120,201681120,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,03/07/2016 02:57:17 PM,48XX BLOCK OF SW BARTON ST,W,W3,11600.5007,-122.39308,47.523163,"(47.523163, -122.39308)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,03/07/2016 01:37:39 PM
578652,11000169850,2011169850,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/28/2011 04:35:00 AM,25XX BLOCK OF 14TH AVE S,O,O1,10000.4003,-122.314718675,47.580247522,"(47.580247522, -122.314718675)",,,,
1999841,17000173199,2017173199,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/17/2017 09:43:12 AM,60XX BLOCK OF 5 AV NW,B,B2,3400.101,-122.36294,47.673256,"(47.673256, -122.36294)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
769683,12000103062,2012103062,363,MISSING PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",04/05/2012 02:00:00 PM,6XX BLOCK OF N 59TH ST,J,J1,3500.3000,-122.350690969,47.671736492,"(47.671736492, -122.350690969)",,,,
638406,11000201045,2011201045,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,06/23/2011 03:55:00 AM,N 140 ST / AURORA AV N,N,N1,300.3019,-122.345059617,47.730489929,"(47.730489929, -122.345059617)",,,,
1866349,16000392210,2016392210,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,10/29/2016 10:55:17 PM,1 AV S / S STACY ST,O,O1,9300.3024,-122.3342,47.581894,"(47.581894, -122.3342)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,10/29/2016 07:47:55 PM
1886599,16000428360,2016428360,072,AUTO THEFT AND RECOVERY,AUTO RECOVERIES,AUTO THEFTS,11/28/2016 03:22:11 PM,4XX BLOCK OF WALL ST,D,D2,7200.3005,-122.34574,47.617023,"(47.617023, -122.34574)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,11/28/2016 12:23:06 PM
1711579,16000125242,2016125242,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,04/11/2016 08:37:56 PM,70XX BLOCK OF HIGHLAND PARK WY SW,F,F3,11300.1000,-122.346085,47.539246,"(47.539246, -122.346085)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,04/11/2016 07:03:52 PM
88746,10000352729,2010352729,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/08/2010 08:15:00 PM,3XX BLOCK OF NE 72ND ST,J,J1,3600.2010,-122.325254503,47.680402702,"(47.680402702, -122.325254503)",,,,
1952625,17000085345,201785345,161,TRESPASS,TRESPASS,TRESPASS,03/10/2017 08:30:03 AM,15XX BLOCK OF 5 AV,M,M3,8200.1004,-122.33603,47.611176,"(47.611176, -122.33603)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1094651,15000162128,2015162128,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/17/2015 03:51:00 PM,15XX BLOCK OF 25 AV,C,C3,7700.3008,-122.300091127,47.614721255,"(47.614721255, -122.300091127)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
45092,10000289172,2010289172,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/19/2010 02:54:00 AM,100XX BLOCK OF COLLEGE WAY N,N,N3,1300.1009,-122.33452433,47.702331629,"(47.702331629, -122.33452433)",,,,
532043,11000099650,201199650,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,03/28/2011 01:56:00 PM,63XX BLOCK OF 7TH AVE S,O,O3,10900.2073,-122.325037277,47.545573764,"(47.545573764, -122.325037277)",,,,
1794141,16000266745,2016266745,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/25/2016 07:18:10 PM,3 AV / PIKE ST,M,M3,8100.2013,-122.33779,47.60975,"(47.60975, -122.33779)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,07/25/2016 05:19:27 PM
728710,12000040279,201240279,064,SHOPLIFT,THEFT,SHOPLIFTING,02/09/2012 07:44:00 PM,47XX BLOCK OF CALIFORNIA AVE SW,W,W2,10500.6005,-122.386803992,47.560215613,"(47.560215613, -122.386803992)",,,,
2212557,14000397607,2014397607,201,ALARMS - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,11/29/2014 09:49:00 AM,99XX BLOCK OF WATERS AV S,S,S3,11800.2016,-122.252845774,47.512630815,"(47.512630815, -122.252845774)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALARMS,SUSPICIOUS CIRCUMSTANCES,
1599414,15000383255,2015383255,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/01/2015 11:39:00 PM,5 AV S / S JACKSON ST,K,K3,9200.1012,-122.327669217,47.599193525,"(47.599193525, -122.327669217)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/01/2015 11:39:00 PM
