psraid,sample,int_date,state,sex,"[Q1] Overall, how would you rate your community as a place to live? Would you say it is","[Q3] Overall, how would you rate the economy in your community today? ","[eminuse] Do you use the internet or email, at least occasionally? ","[intmob] Do you access the internet on a cell phone, tablet or other mobile handheld device, at least occasionally?",[intfreq] About how often do you use the internet?,[home4nw] Do you currently subscribe to internet service at HOME? ,"[device1a] Next, do you have a cell phone, or not? ",smartphone,[q5a] Please tell me if you ever use your cell phone to do any of the following things. Do you ever use your cell phone to Participate in a video call or video chat?,"[q5b] Buy a product online, such as books, music, toys or clothing","[q5c] Get directions, recommendations, or other information related to your location",[q5d] Get sports scores or analysis ,[q5e] Watch movies or TV shows through a paid subscription service like NetFlix or Hulu Plus ,"[q5f] Listen to an online radio or music service, such as Pandora or Spotify","[date1a] Have YOU, personally, ever used an online dating site such as Match.com, eHarmony, or OK Cupid?",[date2a] Have you ever used a dating app on your cell phone? ,[date3a] Do you personally know anyone who has Used an online dating site or app?,[date3b] Do you personally know anyone who has been in a long-term relationship with or married someone they met through an online dating site or app?,[date4a] Online dating is a good way to meet people,[date4b] Online dating allows people to find a better match for themselves because they can get to know a lot more people,[date4c] People who use online dating sites are desperate,[date4d] Online dating keeps people from settling down because they always have options for people to date,[date4e] Online dating is easier and more efficient than other ways of meeting people ,[date4f] Online dating is more dangerous than other ways of meeting people ,age,"[marital] Are you currently married, living with a partner, divorced, separated, widowed, or have you never been married? ","[hh1] How many adults age 18 and over currently live in your household, INCLUDING YOURSELF?",[educ2] What is the highest level of school you have completed or the highest degree you have received?,"[party] In politics TODAY, do you consider yourself a Republican, Democrat, or independent?","[ideo] In general, would you describe your political views as ",income,zipcode
103634,1,70215,17,Female,2,2,1,1,3,1,Yes,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,63,Married,2,"Some college, no degree (includes some community college)",Democrat,Moderate,"50 to under $75,000",60104
103658,1,70215,20,Female,2,4,1,1,1,1,No, , , , , , , ,No, ,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,37,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","75 to under $100,000",66762
103666,1,70215,17,Male,3,3,2,2, , ,Yes,"No, not a smartphone", , , ,No,No,No, , ,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,96,Widowed,1,"Some college, no degree (includes some community college)",Democrat,Conservative,"20 to under $30,000",62040
103687,1,70215,48,Male,1,2,1,1,3,1,Yes,Not sure/Don't know, , , ,No,No,No,No, ,No,No,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,74,Widowed,1,"Some college, no degree (includes some community college)",(VOL.) Don't know,Moderate,"40 to under $50,000",75556
103705,1,70215,29,Male,1,2,1,1,2,1,Yes,"No, not a smartphone",No,No,Yes, , , ,No, ,Yes,Yes,AGREE,DON'T KNOW,DISAGREE,AGREE,DON'T KNOW,DON'T KNOW,32,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) No preference,Conservative,"50 to under $75,000",65020
103723,1,70515,42,Female,3,3,1,1,1,1,Yes,"Yes, smartphone", , , ,Yes,No,No,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,65,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"50 to under $75,000",16601
103724,1,70515,12,Female,2,2,1,1,2,1,Yes,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,8,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,AGREE,64,Married,3,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","$150,000 or more",33322
103758,1,70515,28,Female,2,2,1,2,2,1,Yes,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,68,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","100 to under $150,000",38930
103767,1,70515,26,Male,2,2,2,2, , ,No, , , , , , , , , ,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,56,Divorced,1,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Conservative,"30 to under $40,000",49014
103795,1,70515,55,Female,1,2,1,1,2,1,Yes,"Yes, smartphone", , , ,Yes,No,No,No,No,Yes,Yes,8,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DON'T KNOW,72,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) Refused,(VOL.) Don't know,(VOL.) Refused,54449
103807,1,70515,21,Male,2,2,1,1,2,1,Yes,"Yes, smartphone",No,No,Yes, , , ,No,No,Yes,8,AGREE,AGREE,AGREE,DISAGREE,AGREE,AGREE,62,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","50 to under $75,000",40031
103825,1,70515,49,Female,1,1,1,1,3,1,Yes,"Yes, smartphone",No,No,Yes, , , ,Yes,No,Yes,No,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,76,Widowed,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,"50 to under $75,000",84070
103864,1,70515,6,Female,3,1,1,1,2,1,Yes,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,51,Separated,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","75 to under $100,000",93922
103872,1,70515,6,Male,3,3,1,1,1,1,Yes,"Yes, smartphone",No,No,Yes, , , ,No,No,Yes,No,AGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,AGREE,AGREE,60,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","$150,000 or more",92555
103886,1,71215,39,Female,2,2,2,2, , ,Yes,"No, not a smartphone", , , ,No,No,No, , ,No,No,DISAGREE,AGREE,AGREE,REFUSED,AGREE,AGREE,60,Married,2,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,(VOL.) Don't know,"40 to under $50,000",45338
200004,2,61015,51,Male,1,2,2,2, , , ,Not sure/Don't know,No,No,No, , , , , ,No,No,8,DON'T KNOW,DISAGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,99,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"50 to under $75,000",24380
200005,2,61015,36,Male,1,3,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,Yes,Yes,Yes,No,9,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,26,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"20 to under $30,000",11214
200019,2,61015,26,Male,1,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,Yes,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,56,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Very liberal?,"$150,000 or more",48116
200027,2,61015,45,Male,1,2,1,1,1,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,38,Married,3,Two year associate degree from a college or university,Republican,Conservative,"75 to under $100,000",29410
200030,2,61015,36,Female,1,2,1,1,1,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,32,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","$150,000 or more",10003
200031,2,61115,17,Female,3,3,1,1,5,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,49,Separated,1,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Independent,Very liberal?,"Less than $10,000",61102
200036,2,61115,36,Female,2,3,1,1,4,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,No,DISAGREE,DON'T KNOW,AGREE,DISAGREE,DISAGREE,AGREE,54,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","50 to under $75,000",10467
200037,2,61015,36,Male,2,3,2,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,No,No,Yes,Yes,No,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,30,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,(VOL.) Don't know,"$150,000 or more",10020
200039,2,61015,26,Female,3,3,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,56,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Moderate,"100 to under $150,000",48221
200041,2,61015,1,Male,3,3,2,2, , , ,Not sure/Don't know, , , ,Yes,No,No, , ,Yes,Yes,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,53,Living with a partner,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),(VOL.) Refused,Very liberal?,"Less than $10,000",36272
200047,2,61015,19,Female,1,1,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,Yes,AGREE,AGREE,REFUSED,AGREE,AGREE,AGREE,49,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) Refused,(VOL.) Refused,"40 to under $50,000",52639
200056,2,61015,22,Male,4,1,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,53,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Very liberal?,"75 to under $100,000",70809
200058,2,61015,27,Female,2,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,62,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Moderate,"$150,000 or more",56031
200066,2,62215,48,Male,1,3,1,1,1,2, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,45,Married,4,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"40 to under $50,000",77656
200070,2,61015,40,Male,3,4,1,1,3,2, ,"Yes, smartphone", , , ,No,No,No,No,No,Yes,Yes,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,30,Married,2,Two year associate degree from a college or university,Independent,Conservative,"10 to under $20,000",74852
200073,2,61915,40,Male,2,3,2,2, , , ,"No, not a smartphone", , , ,No,No,No, , ,No,No,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,47,Married,1,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),(VOL.) Don't know,(VOL.) Don't know,"30 to under $40,000",99999
200074,2,61015,48,Male,3,4,1,1,5,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,52,Divorced,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) No preference,(VOL.) Refused,"50 to under $75,000",75135
200078,2,61015,48,Female,1,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,Yes,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,26,Never been married,5,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","75 to under $100,000",75019
200080,2,61015,18,Male,2,3,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,Yes,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,39,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,(VOL.) Don't know,(VOL.) Refused,46143
200083,2,61215,12,Male,2,2,1,1,5,2, ,"Yes, smartphone",No,No,No, , , ,No,No,No,No,8,AGREE,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,50,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,"Liberal, OR","10 to under $20,000",34116
200086,2,70215,51,Male,2,2,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,65,Widowed,1,Less than high school (Grades 1-8 or no formal schooling),(VOL.) No preference,"Liberal, OR","Less than $10,000",38521
200088,2,61915,51,Male,2,3,2,1,2,2, ,"Yes, smartphone", , , ,Yes,No,No,No,No,8,No,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,28,Divorced,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,"Liberal, OR","50 to under $75,000",24523
200102,2,62115,17,Male,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,40,Living with a partner,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"75 to under $100,000",60046
200104,2,61015,17,Male,1,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,No,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,47,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,"100 to under $150,000",60061
200106,2,61015,48,Male,1,3,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,AGREE,AGREE,55,Married,4,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Conservative,"50 to under $75,000",77423
200107,2,61015,5,Male,2,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,Yes,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,38,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"30 to under $40,000",72331
200116,2,61015,39,Male,2,3,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,60,Married,2,"Some postgraduate or professional schooling, no postgraduate degree",Democrat,Moderate,"40 to under $50,000",45805
200117,2,61015,39,Male,2,4,1,2,5,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,52,Married,2,"Some college, no degree (includes some community college)",Independent,"Liberal, OR","10 to under $20,000",45844
200120,2,61015,51,Female,2,3,1,1,1,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,22,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"$150,000 or more",23508
200125,2,62015,39,Male,3,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,33,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"75 to under $100,000",45240
200131,2,61015,48,Male,2,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,19,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","20 to under $30,000",76206
200134,2,61015,28,Male,2,4,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,25,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) No preference,Conservative,"50 to under $75,000",39211
200138,2,62215,1,Male,1,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,23,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"20 to under $30,000",36559
200144,2,61015,34,Male,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,42,Married,2,"Some college, no degree (includes some community college)",Independent,Moderate,"100 to under $150,000",8886
200149,2,62015,40,Female,2,3,1,1,2,1, ,"No, not a smartphone", , , ,No,No,No,No, ,No,No,DISAGREE,DISAGREE,DON'T KNOW,AGREE,AGREE,AGREE,30,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) No preference,"Liberal, OR","10 to under $20,000",74075
200158,2,61015,29,Male,4,3,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,8,DON'T KNOW,DISAGREE,REFUSED,DON'T KNOW,DISAGREE,60,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"75 to under $100,000",64468
200161,2,61015,12,Male,2,3,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,53,Married,1,"Some college, no degree (includes some community college)",Republican,Conservative,"75 to under $100,000",33904
200171,2,61015,1,Male,3,4,1,1,2,2, ,"Yes, smartphone", , , ,Yes,No,No,No,No,No,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,53,Married,4,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Democrat,Very liberal?,"30 to under $40,000",36587
200181,2,61015,12,Female,2,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,38,Divorced,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"75 to under $100,000",32258
200183,2,61015,42,Female,3,4,1,1,4,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,53,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"$150,000 or more",18073
200184,2,61015,20,Female,1,3,1,1,2,2, ,"Yes, smartphone", , , ,Yes,No,Yes,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,24,Married,2,"Some college, no degree (includes some community college)",(VOL.) No preference,"Liberal, OR","40 to under $50,000",66736
200185,2,61015,12,Female,1,2,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,Yes,DISAGREE,DISAGREE,AGREE,DON'T KNOW,DISAGREE,AGREE,36,Divorced,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) Don't know,(VOL.) Don't know,(VOL.) Refused,34986
200189,2,61015,42,Male,4,4,2,2, , , ,Not sure/Don't know,No,No,No, , , , , ,Yes,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,53,Widowed,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,"Liberal, OR","Less than $10,000",15132
200190,2,61915,12,Male,1,2,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,8,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,80,Living with a partner,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Conservative,"100 to under $150,000",32218
200191,2,61015,34,Male,2,2,1,1,3,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,52,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Conservative,"10 to under $20,000",8533
200196,2,61015,26,Male,2,4,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,24,Never been married,2,"Some postgraduate or professional schooling, no postgraduate degree",Democrat,Moderate,"20 to under $30,000",48208
200197,2,61015,12,Male,1,1,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,Yes,Yes,Yes,No,AGREE,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,19,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,(VOL.) Don't know,"10 to under $20,000",33463
200208,2,61015,36,Female,2,3,1,1,2,2, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,53,Widowed,3,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"30 to under $40,000",11207
200209,2,61015,39,Female,2,4,1,1,4,1, ,"No, not a smartphone",No,No,No, , , ,No, ,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,53,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"50 to under $75,000",43832
200215,2,61015,45,Male,2,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,Yes,No,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,21,Never been married,4,Two year associate degree from a college or university,Republican,"Liberal, OR","10 to under $20,000",29745
200221,2,61015,37,Male,2,3,1,2,4,1, ,"No, not a smartphone", , , ,No,No,No,No, ,Yes,Yes,DISAGREE,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,66,Married,2,Two year associate degree from a college or university,Republican,Conservative,"50 to under $75,000",28513
200222,2,62215,39,Male,1,2,1,1,3,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,65,Married,2,Two year associate degree from a college or university,Democrat,"Liberal, OR","30 to under $40,000",45750
200224,2,61015,45,Male,1,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,49,Married,3,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"75 to under $100,000",29708
200227,2,61015,12,Female,1,2,1,1,4,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,68,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,(VOL.) Refused,33823
200229,2,71115,13,Male,2,2,1,1,4,2, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,54,Divorced,1,Two year associate degree from a college or university,Independent,Moderate,"50 to under $75,000",31408
200230,2,62715,13,Female,1,3,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,No,DISAGREE,AGREE,REFUSED,REFUSED,DISAGREE,AGREE,45,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,(VOL.) Don't know,"75 to under $100,000",31061
200236,2,61015,39,Male,2,2,1,2,1,1, ,"No, not a smartphone",No,No,Yes, , , ,No, ,Yes,No,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,19,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,(VOL.) Don't know,43035
200237,2,61015,35,Female,1,2,1,1,2,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,Yes,No,9,DON'T KNOW,DON'T KNOW,REFUSED,AGREE,AGREE,70,Divorced,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,"Liberal, OR",(VOL.) Refused,87109
200238,2,61015,12,Female,1,2,2,2, , , ,"Yes, smartphone",Yes,No,Yes, , , , ,No,No,No,DISAGREE,DISAGREE,AGREE,REFUSED,REFUSED,AGREE,65,Married,2,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,Conservative,"100 to under $150,000",33908
200239,2,61015,37,Female,1,3,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,Yes,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,59,Married,3,"Some college, no degree (includes some community college)",Republican,Conservative,"100 to under $150,000",27265
200243,2,61015,6,Male,1,8,2,2, , , ,Not sure/Don't know, , , ,No,No,No, , ,No,No,AGREE,AGREE,DON'T KNOW,AGREE,AGREE,DON'T KNOW,57,Never been married,4,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,(VOL.) Refused,94537
200250,2,61015,49,Female,2,3,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,22,Never been married,3,"Some college, no degree (includes some community college)",Independent,Moderate,"Less than $10,000",84067
200261,2,61015,30,Female,1,2,1,2,5,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,Yes,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,66,Widowed,1,"Some college, no degree (includes some community college)",Democrat,"Liberal, OR","30 to under $40,000",59936
200262,2,61015,53,Female,1,3,1,1,4,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,99,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"50 to under $75,000",98252
200265,2,61015,1,Female,1,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,Yes,AGREE,AGREE,DISAGREE,DON'T KNOW,AGREE,AGREE,77,Widowed,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"30 to under $40,000",36526
